id,issuetype,key,assignee,priority,status,resolution,sprint,originalestimate,timespent,rca
319472,Bug,BUILD-18271,skandh.pathak,P0 - Blocker,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,39600,"These failures are due to change in a 3rd-party Api. We get the following error message when we invoke `EnergyStarEngine.getEnergyStarRating()`. There is no identified weather station.<b>Problem</b>: There is no weather station assigned to this property. This means the ENERGY STAR Score and all weather-normalized metrics cannot be calculated.<br/><br/><b>What to do</b>:<ul><li>If the property is in the United States or Canada, <a href=""https://portfoliomanager.energystar.gov/pm/property/edit/17095778"">check your postal code</a> to ensure you have entered it correctly. If your postal code is correct then there may be a problem in Portfolio Manager (see <a href=""https://portfoliomanager.zendesk.com/hc/en-us/articles/211027308"" target=""_blank"">this FAQ for more information</a>).</li><li>If the property is in another country,<a href=""https://portfoliomanager.energystar.gov/pm/property/editUtilityAndWeather/17095778"">select an international weather station</a>.</li></ul> update: wrote the following email to energystar I noticed that since the last few days the api calls to get energystar rating for a given property are not working correctly if we hit the TEST environment (""/wstest""). The same api call works correctly if we make the call to the LIVE environment (""/ws""). Specifically, we get the following error messages Request: URL: https://portfoliomanager.energystar.gov/wstest/property/17097660/metrics?year=2011&month=1 Headers: {""PM-Metrics"":""score"",""Content-Type"":""application/xml; charset=UTF-8"",""Authorization"":} Response: {""type"":""HttpResponse"",""request"":{""method"":""GET"",""uri"":""https://portfoliomanager.energystar.gov/wstest/property/17097660/metrics?year=2011&month=1"",""headers"":{""PM-Metrics"":""score"",""Content-Type"":""application/xml; charset=UTF-8"",""Authorization"":""Basic YzMtY2FyYm9uOkMjQ2FyYm9uMDAx""}},""statusCode"":200,""reasonPhrase"":""OK"",""httpVersion"":""HTTP/1.1"",""headers"":{""Server"":""nginx"",""Date"":""Wed, 24 Oct 2018 21:15:57 GMT"",""Content-Type"":""application/xml;charset=UTF-8"",""Transfer-Encoding"":""chunked"",""Connection"":""keep-alive"",""Vary"":""Accept-Encoding"",""Strict-Transport-Security"":""max-age=31536000; includeSubDomains"",""Content-Encoding"":""gzip""},""entity"":""""} The results of /property/17097660/reasonsForNoScore are shown below Request: URL: https://portfoliomanager.energystar.gov/wstest/property/17097660/reasonsForNoScore?year=2011&month=1 Headers: {""PM-Metrics"":""score"",""Content-Type"":""application/xml; charset=UTF-8"",""Authorization"":} Response: {""type"":""HttpResponse"",""statusCode"":200,""reasonPhrase"":""OK"",""httpVersion"":""HTTP/1.1"",""headers"":{""Server"":""nginx"",""Date"":""Wed, 24 Oct 2018 21:15:57 GMT"",""Content-Type"":""application/xml;charset=UTF-8"",""Transfer-Encoding"":""chunked"",""Connection"":""keep-alive"",""Vary"":""Accept-Encoding"",""Strict-Transport-Security"":""max-age=31536000; includeSubDomains"",""Content-Encoding"":""gzip""},""entity"":""There is no identified weather station.<b>Problem</b>: There is no weather station assigned to this property. This means the ENERGY STAR Score and all weather-normalized metrics cannot be calculated.<br/><br/><b>What to do</b>:<ul><li>If the property is in the United States or Canada, <a href=\""https://portfoliomanager.energystar.gov/pm/property/edit/17097660\"">check your postal code</a> to ensure you have entered it correctly. If your postal code is correct then there may be a problem in Portfolio Manager (see <a href=\""https://portfoliomanager.zendesk.com/hc/en-us/articles/211027308\"" target=\""_blank\"">this FAQ for more information</a>).</li><li>If the property is in another country,<a href=\""https://portfoliomanager.energystar.gov/pm/property/editUtilityAndWeather/17097660\"">select an international weather station</a>.</li></ul>""} Is this expected? Has anything changed in the TEST environment? Are there any changelogs or documents I can refer to know more about these changes? I went through the release notes but I could not find anything relevant. Thank you. update: just got the following response. looks like the issue is now fixed. reenabled disabled tests. Skandh, Thanks for reaching out. We reviewed the information submitted and escalated this ticket to our technical team. I heard from the team today that the issue has now been resolved. Please let us know if you have any additional questions or concerns. Best, Anthony Albano ENERGY STAR Support"
311182,Bug,BUILD-17283,skandh.pathak,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 245 (OCT 01 - OCT 14),14400,14400,The test passed 100 times consecutively in my local env. Closing this as no longer applicable since could not reproduce this bug.
302743,Bug,BUILD-17729,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,Jasmine version upgrade.
288397,Bug,BUILD-14321,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),10800,10800,no longer applicable since these were already fixed in BUILD_-13527. this test failed before those changes were merged and hasn’t failed since.
304115,Bug,BUILD-16825,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 245 (OCT 01 - OCT 14),0,,"Closed as no longer applicable by the server bot, due to it not flippong in a long time."
308714,Bug,BUILD-18634,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 246 (OCT 15 - OCT 28),,,None
298581,Task,ENGR-2352,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),10800,7200,None
290792,Bug,BUILD-16339,chen.liu,P0 - Blocker,Closed,Fixed,Sprint 243 (SEP 03 - SEP 16),,3600,The test was flipping because it was running against an undetermined webpage. I put the fix which is to let the test run against local server that we have control.
292445,Task,LCI-2657,henry.hom,P0 - Blocker,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",43200,43200,None
321894,New Feature,IO-1138,henry.hom,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),7200,7200,None
317256,New Feature,IO-1040,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),10800,3600,None
321933,Improvement,IO-857,henry.hom,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),10800,10800,None
322375,New Feature,IO-1133,jinyan.liu,P1 - Urgent with no workaround,In Progress,,Sprint 247 (OCT 29 - NOV 11),10800,3600,None
322297,Improvement,IO-1146,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),10800,3600,None
308050,Bug,BUILD-18463,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
276356,Improvement,ENGR-2247,skandh.pathak,Unprioritized,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),600,600,None
305341,Bug,BUILD-17292,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,"PLAT-14583 is created for the issue. The problem is when we remove data during the invocation of the analytics, the analytics queue will throw error. The temporary fix is to add a waitForSetup after data creation to wait for all queues to finish, then teardown data."
281239,Bug,BUILD-14753,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),14400,7200,The skywalker test would set a value in the ui and test the result without giving time for request to finish. Added wait for requests to finish.
285794,New Feature,RESSMB-7323,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),0,,None
301669,Task,TRAIN-426,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),10800,10800,None
322535,Bug,BUILD-17985,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,"Sprint 245 (OCT 01 - OCT 14),Sprint 247 (OCT 29 - NOV 11)",21600,14400,None
322679,Bug,BUILD-17983,mohamad.arabi,P0 - Blocker,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,18000,The calc fields are not getting invalidated on BillingAccount before calling waitForSetup. Added sleep for a second to avoid race condition.
316470,Epic,ENGR-2469,henry.hom,"P2 - Critical, but workaround exists",To Do,,Sprint 247 (OCT 29 - NOV 11),,,None
294563,New Feature,LCI-2658,skandh.pathak,Unprioritized,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",7200,14400,None
298051,Improvement,IO-781,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 241 (AUG 06 - AUG 19),Sprint 242 (AUG 20 - SEP 02 ),Sprint 244 (SEP 17 - SEP 30)",21600,72000,None
293775,Improvement,IO-931,jinyan.liu,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 244 (SEP 17 - SEP 30),14400,14400,None
294221,Bug,IO-854,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 244 (SEP 17 - SEP 30),7200,7200,"It seems like the error came about because of some instances in which actualItemsReceived was null, which was causing the subtraction of ""latestQuantity - actualItemsReceived.value"" to throw an error"
324248,Bug,BUILD-18489,chen.liu,P0 - Blocker,Closed,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 247 (OCT 29 - NOV 11)",21600,5400,no longer applicable
319617,Bug,BUILD-19926,henry.hom,P0 - Blocker,In Progress,,Sprint 247 (OCT 29 - NOV 11),14400,3600,"We were unable to load google apis in UIBootloader.js. At this point this may not happen too often but this is a failures on google servers, and not necessarily an apps failure."
313216,Improvement,PREDM-1753,skandh.pathak,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,14400,None
324451,Improvement,IO-859,jinyan.liu,P1 - Urgent with no workaround,Specification Complete,,Sprint 244 (SEP 17 - SEP 30),21600,21600,None
282129,New Feature,RESSMB-7277,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,21600,None
322457,Bug,PREDM-1771,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),21600,18600,None
298634,Task,ENGR-2385,skandh.pathak,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),28800,25200,None
321154,Task,ENGR-2545,skandh.pathak,P1 - Urgent with no workaround,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),21600,21600,None
322635,Improvement,ENGR-2709,skandh.pathak,P1 - Urgent with no workaround,In Review,,Sprint 247 (OCT 29 - NOV 11),18000,,None
278358,Bug,EXC-15396,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),14400,18000,UIActionShowModalChangeStatus.afterShow() in the uiFramework package needed to be updated. The selectors that the function was referencing was incorrect and needed to be changed. This was most likely a side effect of the Component as Types migration. Test has been created and elements have been updated.
269070,Bug,LCI-2560,mohamad.arabi,P0 - Blocker,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),14400,19800,The metrics used on this page were moved to enterpriseAbatement package. The metrics that should have been used were not updated on the c3ui file for this page. The datasource used for the projects was not correctly defined. Project was fetching based on a field impact which was a field on EnterpriseProject. Project has an equivalent field facility which the datasource needed to use instead of impact
321789,Improvement,LCI-2756,skandh.pathak,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,18000,None
321174,Improvement,LCI-2759,skandh.pathak,P1 - Urgent with no workaround,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),3600,3600,None
315210,Improvement,LCI-2758,jinyan.liu,P1 - Urgent with no workaround,Open,,Sprint 247 (OCT 29 - NOV 11),21600,,None
282436,New Feature,RESSMB-7275,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",28800,28800,None
282139,New Feature,RESSMB-7281,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,21600,None
284968,New Feature,RESSMB-7283,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",21600,21600,None
285018,New Feature,RESSMB-7292,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",14400,14400,None
313559,Bug,PREDM-1746,henry.hom,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,10800,None
322407,Bug,PREDM-1770,mohamad.arabi,"P2 - Critical, but workaround exists",Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),28800,27000,None
310644,Task,ENGR-2172,skandh.pathak,"P2 - Critical, but workaround exists",Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),21600,28800,None
272018,New Feature,RESSMB-7289,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),21600,,None
268966,New Feature,RESSMB-7291,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),0,,None
284811,Improvement,LCI-2603,henry.hom,Unprioritized,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,28800,None
283615,New Feature,RESSMB-7274,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",28800,28800,None
326378,Bug,EXC-15742,chen.liu,P1 - Urgent with no workaround,In Progress,,Sprint 247 (OCT 29 - NOV 11),28800,18000,None
313967,Improvement,PREDM-1756,henry.hom,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),3600,3600,None
140871,Task,OP-6325,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,14400,,
321559,New Feature,ENGR-2616,jinyan.liu,P1 - Urgent with no workaround,In Review,,Sprint 247 (OCT 29 - NOV 11),3600,3600,None
286208,Improvement,ENGR-2185,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,28800,None
290911,Improvement,IO-959,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),10800,7200,None
303389,Bug,PREDM-1721,chen.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),18000,25200,"The OverallHealthScore tile on Asset Monitoring page is sharing same data source as the OverallHealthScore tile on Dashboard page. On dashboard page, the data source is updated when aggregation is selected, but when we reload Asset monitoring page, the data source is not updated, that is why it shows no data in the chart. I've created a new data source for Asset Monitoring page, and update the data source when monitoring page is loaded."
305431,Improvement,PREDM-1728,henry.hom,Unprioritized,Closed-Verified,No longer applicable,Sprint 245 (OCT 01 - OCT 14),14400,1800,None
304315,Improvement,PREDM-1731,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,None
321542,New Feature,IO-1042,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,86400,None
316481,New Feature,IO-1026,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,46800,None
321580,New Feature,IO-1050,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),14400,10800,None
313939,Improvement,IO-993,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),18000,25200,None
303817,Task,PREDM-1740,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,9000,None
305067,Improvement,PREDM-1717,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,16200,"There was no filter on the data scource to include only assets that have a risk score. The map was coloring the map markers based on risk score. To solve, added a a filter to datascource"
307108,Bug,PREDM-1723,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,"Work Order Status was not matching what UIViewProgressFlow component was looking for. Once this was synced, it worked."
316499,New Feature,IO-1059,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,"Sprint 246 (OCT 15 - OCT 28),Sprint 247 (OCT 29 - NOV 11)",14400,19800,None
300678,Improvement,PREDM-1700,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",10800,10800,None
303162,Improvement,PREDM-1710,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",28800,28800,None
310332,New Feature,IO-1024,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),10800,10800,None
307772,Improvement,IO-1032,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,10800,None
310422,Improvement,IO-1028,jinyan.liu,"P2 - Critical, but workaround exists",Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),3600,3600,None
308683,Improvement,ENGR-2380,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,14400,None
292772,Task,TRAIN-418,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 241 (AUG 06 - AUG 19),7200,7200,None
324112,Improvement,IO-1145,mohamad.arabi,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),7200,5400,None
322567,Improvement,IO-1147,henry.hom,P1 - Urgent with no workaround,In Review,,Sprint 247 (OCT 29 - NOV 11),28800,28800,None
273230,Bug,BUILD-14898,henry.hom,P0 - Blocker,Closed-Verified,Duplicate,Sprint 241 (AUG 06 - AUG 19),,,None
268089,Task,LCI-2589,skandh.pathak,Unprioritized,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),18000,10800,None
312979,Bug,ENGR-2480,mohamad.arabi,P0 - Blocker,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),1800,2400,"There was a nested it block inside another in the test. After jasmine upgrade, these nested it blocks started failing."
271169,Bug,BUILD-10664,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),,,None
286864,Bug,BUILD-13887,jinyan.liu,P1 - Urgent with no workaround,Closed,No longer applicable,Sprint 242 (AUG 20 - SEP 02 ),0,,None
286246,Bug,BUILD-10375,chen.liu,P0 - Blocker,Closed,Fixed,"Sprint 236 (MAY 28 - JUN 10),Sprint 241 (AUG 06 - AUG 19)",14400,3600,This was related to PLAT-12135 that normalization fails silently sometimes. We have put a workaround to address the flipper which was to manually do normalization in the test.
324953,New Feature,LCI-2753,henry.hom,Unprioritized,Closed,Fixed,Sprint 247 (OCT 29 - NOV 11),7200,7200,None
319578,New Feature,LCI-2735,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 246 (OCT 15 - OCT 28),10800,,None
290423,Improvement,ENGR-2317,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),0,,None
304726,New Feature,IO-942,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),21600,21600,None
304760,New Feature,IO-1093,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,28800,None
304296,New Feature,IO-1060,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),3600,3600,None
304820,Improvement,IO-1078,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),1800,1800,None
303316,New Feature,ENGR-2398,jinyan.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 245 (OCT 01 - OCT 14),10800,10800,None
135543,Epic,ENGR-655,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,,,
284927,Task,RESSMB-7268,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),21600,14400,None
286768,Task,RESSMB-7240,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 243 (SEP 03 - SEP 16),43200,50400,None
288162,Task,RESSMB-7272,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),18000,7200,None
278467,Task,RESSMB-7256,chen.liu,P1 - Urgent with no workaround,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),14400,2700,None
275958,Bug,BUILD-14828,henry.hom,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 241 (AUG 06 - AUG 19),28800,14400,None
320902,New Feature,LCI-2746,chen.liu,P1 - Urgent with no workaround,Open,,Sprint 247 (OCT 29 - NOV 11),28800,,None
297440,New Feature,ENGR-2384,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 244 (SEP 17 - SEP 30),10800,10800,None
303170,Bug,BUILD-16797,henry.hom,P0 - Blocker,Closed-Verified,Fixed,Sprint 245 (OCT 01 - OCT 14),14400,1800,Test has not failed for a long period of time. Jarvis closed ticket since it has not failed for over two weeks. Failure could be attributed to a number of factors. However does not seem to be failing regularly at this point.
328582,Improvement,IO-1142,skandh.pathak,P1 - Urgent with no workaround,In Review,,Sprint 247 (OCT 29 - NOV 11),14400,14400,None
322504,Improvement,IO-1108,jinyan.liu,P1 - Urgent with no workaround,Resolved,Fixed,Sprint 247 (OCT 29 - NOV 11),18000,32400,None
321590,New Feature,IO-1151,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,14400,None
322387,New Feature,IO-1030,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 247 (OCT 29 - NOV 11),14400,16200,None
312666,Bug,ENGR-2479,mohamad.arabi,P0 - Blocker,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),1800,2400,"There was a nested it block inside another. After jasmine upgrade, these nested it blocks started failing."
274520,Task,BUILD-14812,jinyan.liu,P0 - Blocker,Closed,Deferred,Sprint 241 (AUG 06 - AUG 19),21600,21600,None
274768,Bug,IO-933,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 241 (AUG 06 - AUG 19),18000,17100,"Did investigate on failing test. It turns out that because of platform change to how analytics fire, the analytics are triggered even when there is no data associated with the srcType. One of these analytics is clearing some of the setup data. Did refactoring of test"
296694,Improvement,LCI-2675,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",3600,3600,None
282704,Task,RESSMB-7312,henry.hom,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),28800,28800,None
310141,Bug,BUILD-18386,mohamad.arabi,P0 - Blocker,Closed-Verified,No longer applicable,"Sprint 245 (OCT 01 - OCT 14),Sprint 246 (OCT 15 - OCT 28)",,,None
282186,New Feature,TRAIN-429,jinyan.liu,P0 - Blocker,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),14400,7200,None
283000,Task,BUILD-15083,henry.hom,Unprioritized,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),57600,36000,None
298591,Task,ENGR-2353,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),14400,18000,None
325098,Bug,BUILD-19664,mohamad.arabi,P0 - Blocker,In Review,,Sprint 247 (OCT 29 - NOV 11),14400,11700,"The Test updates the ItemFacilityInventoryParams.inScope value after setup right before evaluating the metric. The metric depends on a stored calc field on Facility that filters on inScope. In the server logs, after the ItemFacilityInventoryParams was updated there was no refreshCalcFields action executed. To avoid this error, set the inScope field in the beforeAll block."
274788,Bug,IO-874,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 239 (JUL 09 - JUL 22),Sprint 240 (JUL 23 - AUG 05),Sprint 241 (AUG 06 - AUG 19)",57600,68400,"Found 2 issues both in QA and prod in the AnalyticsQueue errors: 1. For itemEvents data for ItemStorageLocationInventory there is too much data for the tsDecls to handle on the itemEvents. 300k+ data points. So created IO-886, IO-887, IO-889, IO-890 in order to normalize the itemEvents on ItemStorageLocationInventory. 2. Analytics not firing when srcTyp added after data. see PLAT-13477."
288104,Bug,BUILD-16381,skandh.pathak,P0 - Blocker,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),,,closing as no longer applicable since this test has failed only once in build 8645 due to a timeout. this build has a bunch of other timeout related failures. This particular test hasn't failed before or since that build.
286006,Bug,BUILD-15134,chen.liu,P0 - Blocker,Closed,Fixed,Sprint 242 (AUG 20 - SEP 02 ),7200,21600,This flipper was caused by the fact that the element was not clickable because it was obscured by menu element. The fix is to click the position close to bottom-right corner of the element.
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
283188,Bug,ENGR-2230,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 242 (AUG 20 - SEP 02 ),Sprint 241 (AUG 06 - AUG 19)",43200,72000,"2 issues: 1. There were metrics used that have been deleted a long time ago, before c3apps to c3base migration. Had to redefine some metrics. 2. Metrics used in energyManagement rely on data-model in a different non-dependant package, sustainability. to solve that provided 2 different definitions for each package"
292242,Bug,BUILD-15657,skandh.pathak,P0 - Blocker,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),14400,14400,There were 6 test cases that ran before the new test case. The last one of those 6 test cases sent the browser to a new page where the new test could not find the elements it was looking for. Running the new test before all the others solved the issue.
287681,New Feature,RESSMB-7334,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),0,,None
296477,New Feature,RESSMB-7332,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 243 (SEP 03 - SEP 16),Sprint 244 (SEP 17 - SEP 30)",14400,14400,None
141682,Improvement,ENGR-578,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,7200,,
140185,Improvement,ENGR-913,chen.liu,P1 - Urgent with no workaround,Open,,2017 Engineering Plan,,,
313666,Task,ENGR-2509,henry.hom,Unprioritized,Closed,Fixed,Sprint 246 (OCT 15 - OCT 28),28800,28800,None
272619,Bug,EXC-15355,jinyan.liu,P1 - Urgent with no workaround,Closed-Verified,Fixed,"Sprint 239 (JUL 09 - JUL 22),Sprint 240 (JUL 23 - AUG 05),Sprint 241 (AUG 06 - AUG 19)",7200,7200,"During the security change in c3server in 7.8, we took away UI access from defaultAccessRole. As a result we need to give admin groups access to UI individually. A script was run to add ui.Role.UIAccessRole to all AdminGroups. The script didn't add ui.Role.UIAccessRole to those AdminGroups correctly."
297617,Improvement,ENGR-2186,chen.liu,P1 - Urgent with no workaround,Closed,Done,Sprint 244 (SEP 17 - SEP 30),43200,73800,None
283636,Improvement,ENGR-2180,skandh.pathak,P1 - Urgent with no workaround,Closed-Verified,Fixed,Sprint 242 (AUG 20 - SEP 02 ),21600,32400,None
284986,New Feature,RESSMB-7331,mohamad.arabi,P1 - Urgent with no workaround,Closed-Verified,No longer applicable,Sprint 243 (SEP 03 - SEP 16),0,,None
